emp_id,first_name,last_name,date_of_birth,age,age_group,start_date,exit_date,title,supervisor,email,business_unit,employee_status,employee_type,payzone,employee_classification_type,termination_type,department_type,division,state,job_description,gender,race_description,marital_status,performance_score,current_employee_rating
1875,Taylor,Mann,1953-08-01,71,Above 70,2021-01-04,2023-03-04,Production Technician II,Patricia Robbins,taylor.mann@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Involuntary,Production       ,General - Con,MA,Foreman,Male,Other,Single,Fully Meets,3
1876,Rylee,Stevenson,1943-10-21,81,Above 70,2022-10-14,2023-03-02,Production Technician II,Terry Stevens,rylee.stevenson@bilearner.com,MSC,Leave of Absence,Full-Time,Zone A,Part-Time,Resignation,Production       ,Field Operations,MA,Operator,Female,Hispanic,Single,Fully Meets,3
1877,Waylon,Pennington,1961-05-17,64,Ages 56-70,2021-10-30,,Production Technician II,Rachel Paul,waylon.pennington@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Unknown,Production       ,General - Con,MA,Foreman,Male,Asian,Married,Fully Meets,3
1878,Kobe,Crosby,2001-06-17,23,Ages 20-35,2022-10-02,2023-06-28,Production Technician I,Elizabeth Miller,kobe.crosby@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Voluntary,Production       ,Splicing,MA,Manager,Female,White,Single,Fully Meets,3
1879,Carmen,Davidson,1965-10-30,59,Ages 56-70,2018-11-25,2020-06-14,Production Technician I,David Vasquez,carmen.davidson@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone B,Temporary,Involuntary,Production       ,Engineers,MA,Engineer,Female,Black,Single,Fully Meets,3
1880,Sidney,Moran,1966-01-07,59,Ages 56-70,2021-07-09,2023-01-28,Production Technician I,Alexandra Rice,sidney.moran@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Voluntary,Production       ,Project Management - Con,MA,Foreman,Female,Black,Widowed,Fully Meets,3
1881,Alena,Bonilla,2000-10-14,24,Ages 20-35,2019-05-01,,Production Technician I,Thomas Lee,alena.bonilla@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Unknown,Production       ,Field Operations,MA,Technician,Male,Asian,Single,Fully Meets,3
1882,Baron,Luna,1945-02-06,80,Above 70,2021-11-09,2023-01-13,Production Technician I,Christina Burgess,baron.luna@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Retirement,Production       ,Fielders,MA,Engineer,Female,Asian,Divorced,Fully Meets,3
1883,Giselle,Butler,1967-07-03,57,Ages 56-70,2018-08-27,2019-03-23,Production Technician I,Regina Goodwin,giselle.butler@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Voluntary,Production       ,Project Management - Con,MA,Project Manager,Female,Black,Single,Fully Meets,3
1884,Sophie,Horne,2000-07-24,24,Ages 20-35,2019-03-16,,Production Technician I,Alicia Gonzalez,sophie.horne@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Unknown,Production       ,General - Eng,MA,Engineer,Female,Other,Married,Fully Meets,3
1885,Jabari,Guerrero,1984-05-23,41,Ages 36-55,2022-01-07,,Production Technician I,Peter Giles,jabari.guerrero@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unknown,Production       ,General - Con,MA,Technician,Male,Other,Married,Fully Meets,3
1886,Ahmed,Montgomery,1984-12-06,40,Ages 36-55,2022-10-04,2023-03-05,Production Technician I,Daniel Guerra,ahmed.montgomery@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Involuntary,Production       ,Executive,MA,Administrator,Male,White,Single,Fully Meets,3
1887,Esther,Spears,1997-09-13,27,Ages 20-35,2022-03-23,,Production Technician I,Ashley Clark,esther.spears@bilearner.com,TNS,Active,Full-Time,Zone C,Full-Time,Unknown,Production       ,Field Operations,MA,Tower Hand,Male,White,Divorced,Fully Meets,3
1888,Darian,Wall,1947-12-26,77,Above 70,2020-05-05,2023-07-25,Production Technician I,Veronica Murphy,darian.wall@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Voluntary,Production       ,Engineers,MA,Engineer,Female,White,Married,Fully Meets,3
1889,Kaleb,Cole,1957-02-14,68,Ages 56-70,2020-11-23,,Production Technician I,Kelsey Thompson,kaleb.cole@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unknown,Production       ,General - Con,MA,Laborer,Female,Other,Divorced,Fully Meets,3
1890,Anthony,Terrell,1968-05-24,57,Ages 56-70,2022-03-28,,Production Technician I,Cole Johns,anthony.terrell@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Unknown,Production       ,Splicing,MA,Laborer,Female,White,Widowed,Fully Meets,3
1891,William,Douglas,1946-06-24,78,Above 70,2020-03-25,,Production Technician I,Wendy Elliott,william.douglas@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,Unknown,Production       ,Aerial,MA,Labor,Female,Hispanic,Married,Fully Meets,3
1892,Saniya,Buck,1986-05-30,39,Ages 36-55,2018-08-07,,Production Technician II,Nicholas Anderson,saniya.buck@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Unknown,Production       ,Aerial,MA,Technician,Female,Asian,Single,Fully Meets,3
1893,Kristopher,Owen,1976-01-28,49,Ages 36-55,2020-02-11,,Production Technician II,Darryl Scott,kristopher.owen@bilearner.com,BPC,Active,Contract,Zone A,Full-Time,Unknown,Production       ,General - Con,MA,Clerk,Male,White,Divorced,Fully Meets,3
1894,Hadley,Tapia,1959-05-23,66,Ages 56-70,2023-01-01,,Production Technician II,Clayton Wilson,hadley.tapia@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unknown,Production       ,Field Operations,MA,Laborer,Male,Other,Single,Fully Meets,3
1895,Lillie,Bush,1989-01-25,36,Ages 36-55,2022-12-07,,Production Technician II,Phillip Fernandez,lillie.bush@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Unknown,Production       ,Wireline Construction,MA,Lineman,Female,White,Married,Fully Meets,3
1896,Lamont,Cook,1951-11-18,73,Above 70,2023-03-13,,Production Technician II,Joshua Tapia,lamont.cook@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Unknown,Production       ,Engineers,MA,Engineer,Female,Hispanic,Married,Fully Meets,3
1897,Danna,Rollins,1948-07-20,76,Above 70,2021-11-14,,Production Technician II,Lauren Wilson,danna.rollins@bilearner.com,NEL,Active,Full-Time,Zone C,Temporary,Unknown,Production       ,Field Operations,MA,Laborer,Male,Asian,Divorced,Fully Meets,3
1898,Shaun,Velazquez,1997-01-14,28,Ages 20-35,2019-06-05,2020-10-20,Production Technician I,Benjamin Lang,shaun.velazquez@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Voluntary,Production       ,Field Operations,MA,Laborer,Female,White,Single,Fully Meets,3
1899,Kolton,Duarte,1982-09-06,42,Ages 36-55,2020-12-12,2023-05-28,Production Technician I,Ashley Cannon,kolton.duarte@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Retirement,Production       ,Field Operations,MA,Laborer,Female,Asian,Married,Fully Meets,3
1900,Jonas,Braun,1960-03-22,65,Ages 56-70,2020-04-06,,Production Technician I,Lauren Thompson,jonas.braun@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Unknown,Production       ,General - Con,MA,Clerk,Female,Hispanic,Widowed,Fully Meets,3
1901,Meadow,Howe,1959-08-09,65,Ages 56-70,2023-01-30,,Production Technician I,Diana Cox,meadow.howe@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Unknown,Production       ,Engineers,MA,Engineer,Female,White,Divorced,Fully Meets,3
1902,Sarahi,Raymond,1952-02-11,73,Above 70,2020-09-08,2022-09-19,Production Technician I,Samantha Hester,sarahi.raymond@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Retirement,Production       ,Engineers,MA,Project Manager,Male,Other,Divorced,Fully Meets,3
1903,Taylor,Wiggins,1960-04-11,65,Ages 56-70,2020-12-14,2021-12-07,Production Technician I,Roger Lynch,taylor.wiggins@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Resignation,Production       ,Field Operations,MA,Foreman,Female,Black,Divorced,Fully Meets,3
1904,Ezra,Zhang,1982-10-11,42,Ages 36-55,2022-11-07,,Production Technician I,Brenda Rodriguez,ezra.zhang@bilearner.com,BPC,Active,Contract,Zone C,Part-Time,Unknown,Production       ,General - Con,MA,Laborer,Female,Asian,Widowed,Fully Meets,3
1905,Sonia,Chung,1972-03-10,53,Ages 36-55,2022-04-06,,Production Technician I,Sean Moon,sonia.chung@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Unknown,Production       ,Wireline Construction,MA,Vp,Female,Asian,Married,Fully Meets,3
1906,Bryce,Mills,1947-08-03,77,Above 70,2021-02-22,,Production Technician I,Holly Hudson,bryce.mills@bilearner.com,SVG,Active,Part-Time,Zone B,Full-Time,Unknown,Production       ,Field Operations,MA,Laborer,Male,Hispanic,Widowed,Fully Meets,3
1907,Wade,Wiggins,1988-11-04,36,Ages 36-55,2022-05-16,,Production Technician I,Charles Allen,wade.wiggins@bilearner.com,EW,Active,Full-Time,Zone C,Part-Time,Unknown,Production       ,Field Operations,MA,Operator,Male,Asian,Widowed,Fully Meets,3
1908,Selina,Gonzalez,1942-05-19,83,Above 70,2020-01-18,,Production Technician I,Bonnie Hardin,selina.gonzalez@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,Unknown,Production       ,Field Operations,MA,Technician,Female,White,Widowed,Fully Meets,3
1909,Tyree,Parsons,1961-10-15,63,Ages 56-70,2021-10-21,,Production Technician I,Heather Michael,tyree.parsons@bilearner.com,TNS,Active,Full-Time,Zone A,Part-Time,Unknown,Production       ,General - Con,MA,Groundman,Female,White,Widowed,Fully Meets,3
1910,Adrian,Murray,1942-11-07,82,Above 70,2019-01-05,,Production Technician I,Jose Gomez,adrian.murray@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,Unknown,Production       ,General - Eng,MA,Drafter,Female,Hispanic,Divorced,Fully Meets,3
1911,Kael,Fisher,1991-06-12,33,Ages 20-35,2021-01-24,2022-01-27,Production Technician I,Angela Bailey,kael.fisher@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone B,Temporary,Resignation,Production       ,Wireline Construction,MA,Laborer,Female,White,Divorced,Fully Meets,3
1912,Erica,French,1987-10-16,37,Ages 36-55,2020-03-06,2021-03-06,Production Technician II,Brett Sims,erica.french@bilearner.com,TNS,Active,Part-Time,Zone B,Temporary,Retirement,Production       ,Engineers,MA,Engineer,Female,Asian,Married,Fully Meets,3
1913,Damaris,Oneal,1972-07-26,52,Ages 36-55,2022-11-19,2023-02-15,Production Technician II,Natalie Johnson,damaris.oneal@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Involuntary,Production       ,General - Con,MA,Lineman,Male,White,Married,Fully Meets,3
1914,Rebecca,Craig,1981-04-04,44,Ages 36-55,2019-03-15,2019-10-02,Production Technician II,Deanna Freeman,rebecca.craig@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Resignation,Production       ,Engineers,MA,Project Manager,Female,Other,Married,Fully Meets,3
1915,Carley,Waters,1946-07-23,78,Above 70,2023-05-11,2023-07-05,Production Technician II,Mary Todd,carley.waters@bilearner.com,NEL,Leave of Absence,Part-Time,Zone B,Temporary,Voluntary,Production       ,General - Con,MA,Laborer,Female,Asian,Divorced,Fully Meets,3
1916,Kadyn,Harrison,1963-09-25,61,Ages 56-70,2022-02-05,2023-02-07,Production Technician II,Kevin Perkins,kadyn.harrison@bilearner.com,PL,Leave of Absence,Full-Time,Zone A,Full-Time,Involuntary,Production       ,General - Con,MA,Technician,Male,Other,Divorced,Fully Meets,3
1917,Megan,Huang,1960-11-03,64,Ages 56-70,2019-05-29,,Production Technician I,Joseph Bryant,megan.huang@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Unknown,Production       ,General - Eng,MA,Engineer,Female,Black,Single,Fully Meets,3
1918,Callum,Blair,1990-09-12,34,Ages 20-35,2023-01-09,2023-03-14,Production Technician I,Kayla Shelton,callum.blair@bilearner.com,MSC,Active,Contract,Zone B,Temporary,Involuntary,Production       ,Field Operations,MA,Supervisor,Female,Black,Single,Fully Meets,3
1919,Emilie,Donaldson,1990-08-15,34,Ages 20-35,2022-05-01,2022-11-21,Production Technician I,Dylan Foster,emilie.donaldson@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone A,Full-Time,Involuntary,Production       ,Shop (Fleet),MA,Shop,Female,Other,Widowed,Fully Meets,3
1920,Darius,Duke,1948-08-03,76,Above 70,2021-01-26,2021-08-06,Production Technician I,Mary Morgan,darius.duke@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Retirement,Production       ,Field Operations,MA,Tower Hand,Female,Hispanic,Widowed,Fully Meets,3
1921,Kenya,Decker,1994-07-27,30,Ages 20-35,2021-09-06,2023-07-02,Production Technician I,Danny Howard,kenya.decker@bilearner.com,WBL,Active,Contract,Zone C,Full-Time,Voluntary,Production       ,Engineers,MA,Engineer,Male,Other,Married,Fully Meets,3
1922,Tyrese,Sloan,1958-02-11,67,Ages 56-70,2020-07-29,,Production Technician I,Lisa Morrison,tyrese.sloan@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,Unknown,Production       ,General - Con,MA,Technician,Male,Asian,Divorced,Fully Meets,3
1923,Giana,Roach,1966-11-05,58,Ages 56-70,2023-03-31,2023-04-30,Production Technician I,John Adams,giana.roach@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Involuntary,Production       ,People Services,MA,Director,Female,Other,Widowed,Fully Meets,3
1924,Teagan,Swanson,1994-11-29,30,Ages 20-35,2023-05-16,2023-05-29,Production Technician I,Derek Thompson,teagan.swanson@bilearner.com,BPC,Active,Part-Time,Zone B,Full-Time,Voluntary,Production       ,Field Operations,MA,Foreman,Female,Hispanic,Married,Fully Meets,3
1925,Jerome,Fischer,1980-02-13,45,Ages 36-55,2023-04-29,2023-07-07,Production Technician I,Jason Kelly,jerome.fischer@bilearner.com,CCDR,Active,Contract,Zone B,Full-Time,Voluntary,Production       ,Splicing,MA,Laborer,Male,Other,Divorced,Fully Meets,3
1926,Grayson,Preston,2000-01-02,25,Ages 20-35,2019-11-27,,Production Technician I,Cheryl Anderson,grayson.preston@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Unknown,Production       ,Field Operations,MA,Director,Male,Black,Single,Fully Meets,3
1927,Turner,Bradley,1976-04-06,49,Ages 36-55,2022-11-03,2023-04-02,Production Technician I,Jeffrey Peters,turner.bradley@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Involuntary,Production       ,Field Operations,MA,Technician,Male,Hispanic,Married,Fully Meets,3
1928,Elvis,Daniels,1983-03-17,42,Ages 36-55,2022-08-08,,Production Technician I,Cindy Phillips,elvis.daniels@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Unknown,Production       ,General - Con,MA,Laborer,Female,Hispanic,Widowed,Fully Meets,3
1929,Rose,Travis,1988-03-03,37,Ages 36-55,2023-07-27,,Production Technician I,James Lee,rose.travis@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Unknown,Production       ,Field Operations,MA,Coordinator,Female,Asian,Widowed,Fully Meets,3
1930,Frank,Williams,1986-08-26,38,Ages 36-55,2023-07-15,,Production Technician I,Kelly Vaughn,frank.williams@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,Unknown,Production       ,General - Con,MA,Technician,Female,Asian,Single,Fully Meets,3
1931,Yurem,Donovan,1999-12-22,25,Ages 20-35,2022-11-09,,Production Technician I,Donna Jones,yurem.donovan@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Unknown,Production       ,Fielders,MA,Engineer,Female,White,Single,Fully Meets,3
1932,John,Smith,1977-08-16,47,Ages 36-55,2019-12-24,2022-06-12,Sales Manager,Emily Gaines,john.smith@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,Voluntary,Sales,General - Sga,MA,Project Manager,Male,Other,Widowed,Fully Meets,3
1933,Lynn,Daneault,1989-11-01,35,Ages 20-35,2019-03-08,,Sales Manager,Laura Smith,lynn.daneault@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Unknown,Sales,Aerial,VT,Lineman,Female,Black,Widowed,Fully Meets,3
1934,Donysha,Kampew,1991-09-29,33,Ages 20-35,2019-06-25,2020-10-04,Sales Manager,Steve Grant,donysha.kampew@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone B,Full-Time,Voluntary,Sales,General - Eng,PA,Supervisor,Female,Other,Widowed,Fully Meets,3
1935,Jordin,Lozano,1974-12-01,50,Ages 36-55,2019-01-03,,Production Technician II,Brent Hickman,jordin.lozano@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unknown,Sales,Yard (Material Handling),MA,Coordinator,Male,Hispanic,Divorced,Fully Meets,3
1936,Ronald,Gross,1991-05-26,34,Ages 20-35,2023-02-02,,Production Technician II,Mary Weber,ronald.gross@bilearner.com,BPC,Active,Full-Time,Zone B,Part-Time,Unknown,Sales,Field Operations,PA,Technician,Female,Hispanic,Widowed,Fully Meets,3
1937,Maryjane,Choi,1957-03-25,68,Ages 56-70,2022-03-30,2023-01-30,Production Technician II,Kayla Peterson,maryjane.choi@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,Sales,Engineers,PA,Technician,Female,Asian,Single,Fully Meets,3
1938,Madalynn,Yates,1957-03-18,68,Ages 56-70,2020-03-23,,Production Technician II,Donna Gonzalez,madalynn.yates@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Unknown,Sales,Splicing,MA,Technician,Female,Other,Single,Fully Meets,3
1939,Angelina,Peck,1942-03-05,83,Above 70,2019-06-06,,Production Technician II,Michele Riddle,angelina.peck@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Unknown,Sales,Field Operations,PA,Engineer,Female,Asian,Married,Fully Meets,3
1940,Dario,Shaw,1942-08-07,82,Above 70,2023-05-28,,Production Technician II,Stephanie Kerr,dario.shaw@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Unknown,Sales,Engineers,MA,Project Manager,Female,Asian,Widowed,Fully Meets,3
1941,Deven,Frazier,1941-10-06,83,Above 70,2021-02-03,,Production Technician II,Mackenzie Johnston,deven.frazier@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Unknown,Sales,Engineers,PA,Engineer,Female,Hispanic,Widowed,Fully Meets,3
1942,Jett,Kent,1964-02-11,61,Ages 56-70,2019-07-30,2022-11-09,Production Technician II,William Thompson,jett.kent@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Retirement,Sales,Wireline Construction,MA,Laborer,Female,Other,Widowed,Fully Meets,3
1943,Zander,Aguilar,1956-03-23,69,Ages 56-70,2022-05-08,2022-11-17,Production Technician II,Timothy Wheeler,zander.aguilar@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Sales,Shop (Fleet),PA,Mechanic,Female,White,Widowed,Fully Meets,3
1944,Alessandro,Chavez,1963-08-20,61,Ages 56-70,2020-05-12,,Production Technician II,Steve Macdonald,alessandro.chavez@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Unknown,Sales,Field Operations,PA,Technician,Female,Asian,Married,Fully Meets,3
1945,Jaxson,Brady,1977-02-17,48,Ages 36-55,2019-03-28,2022-12-10,Sales Manager,Christopher Murray DDS,jaxson.brady@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone A,Temporary,Resignation,Sales,Engineers,MA,Engineer,Female,White,Married,Fully Meets,3
1946,Giovanni,Whitaker,1956-07-22,68,Ages 56-70,2019-07-22,,Production Technician II,James Mitchell,giovanni.whitaker@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Unknown,Sales,Aerial,PA,Lineman,Female,Other,Widowed,Fully Meets,3
1947,Karen,Goodman,1982-07-21,42,Ages 36-55,2020-09-17,,Sales Manager,John Chavez,karen.goodman@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Unknown,Sales,General - Sga,PA,Manager,Female,White,Single,Fully Meets,3
1948,Skyla,Lambert,1963-12-08,61,Ages 56-70,2022-07-02,2022-08-09,Production Technician II,Teresa Williamson,skyla.lambert@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone B,Temporary,Retirement,Sales,Splicing,PA,Splicer,Female,Black,Married,Fully Meets,3
1949,Ashlynn,Duffy,1950-04-04,75,Above 70,2019-11-30,,Sales Manager,Kimberly Washington,ashlynn.duffy@bilearner.com,MSC,Active,Contract,Zone A,Part-Time,Unknown,Sales,Field Operations,PA,Technician,Female,Hispanic,Divorced,Fully Meets,3
1950,Lilliana,Walker,1958-03-24,67,Ages 56-70,2023-07-21,2023-07-21,Production Technician II,Stephanie Anderson,lilliana.walker@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone C,Temporary,Involuntary,Production       ,Splicing,PA,Splicer,Female,Asian,Married,Fully Meets,3
1951,Lindsay,Copeland,1960-10-09,64,Ages 56-70,2020-08-26,2021-05-30,Sales Manager,Jeffery Snyder,lindsay.copeland@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Sales,Aerial,MA,Foreman,Female,Asian,Married,Fully Meets,3
1952,Kristin,Mccarty,1989-07-31,35,Ages 20-35,2020-05-16,,Sales Manager,Abigail Marks,kristin.mccarty@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unknown,Sales,Underground,PA,Laborer,Female,Other,Divorced,Fully Meets,3
1953,Barbara,Sutwell,1976-02-20,49,Ages 36-55,2023-04-06,2023-05-24,Production Technician I,Jeffrey Murphy,barbara.sutwell@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Retirement,Production       ,Finance & Accounting,MA,Cfo,Female,Asian,Divorced,Fully Meets,3
1954,Lenora,Tejeda,1968-07-22,56,Ages 56-70,2019-02-18,2022-10-31,Production Technician II,Heather Riley,lenora.tejeda@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone C,Temporary,Voluntary,Production       ,Finance & Accounting,MA,Administration,Female,Other,Divorced,Fully Meets,3
1955,Ludwick,Harrell,1998-04-04,27,Ages 20-35,2020-10-10,,Production Technician I,Jonathan Huber,ludwick.harrell@bilearner.com,MSC,Active,Full-Time,Zone A,Temporary,Unknown,Production       ,Field Operations,MA,Engineer,Male,White,Married,Fully Meets,3
1956,Courtney,Beatrice,1958-12-18,66,Ages 56-70,2021-05-15,,Production Technician I,Patrick Liu,courtney.beatrice@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Unknown,Production       ,Billable Consultants,MA,Engineer,Female,Black,Married,Fully Meets,3
1957,Melisa,Gerke,1975-02-15,50,Ages 36-55,2019-05-13,2022-05-30,Production Technician I,Jimmy Cox,melisa.gerke@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Retirement,Production       ,Field Operations,MA,Manager,Female,Asian,Widowed,Fully Meets,3
1958,Lin,Chan,1990-10-18,34,Ages 20-35,2019-07-04,,Production Technician I,Neil Aguilar,lin.chan@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unknown,Production       ,Sales & Marketing,MA,Assistant,Female,Other,Married,Fully Meets,3
1959,Kamrin,Sander,1989-08-02,35,Ages 20-35,2022-04-01,2022-04-28,Production Technician I,Kirsten Patel,kamrin.sander@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Voluntary,Production       ,Project Management - Con,MA,Coordinator,Female,Asian,Married,Fully Meets,3
1960,Thomas,Rhoads,1948-05-26,77,Above 70,2018-11-03,,Production Technician I,Sean Scott,thomas.rhoads@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Unknown,Production       ,Aerial,MA,Administrator,Male,White,Divorced,Fully Meets,3
1961,Nina,Panjwani,1945-07-17,79,Above 70,2018-10-11,2022-05-04,Production Technician I,Matthew Hawkins,nina.panjwani@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Voluntary,Production       ,General - Eng,MA,Drafter,Female,Black,Married,Fully Meets,3
1962,Megan,Faller,1951-02-18,74,Above 70,2023-06-25,2023-07-25,Production Technician II,Susan Gilbert,megan.faller@bilearner.com,CCDR,Active,Contract,Zone C,Part-Time,Involuntary,Production       ,General - Con,MA,Clerk,Female,Other,Divorced,Fully Meets,3
1963,Judy,Jung,1972-05-08,53,Ages 36-55,2020-09-14,2021-08-31,Production Technician I,Tiffany Baker,judy.jung@bilearner.com,CCDR,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Production       ,General - Con,MA,Technician,Female,Other,Married,Fully Meets,3
1964,April,Evensen,1969-03-27,56,Ages 56-70,2022-12-20,2023-03-11,Production Technician I,Ashley Wagner,april.evensen@bilearner.com,EW,Terminated for Cause,Part-Time,Zone B,Part-Time,Voluntary,Production       ,Executive,MA,Manager,Female,Other,Married,Fully Meets,3
1965,Julissa,Hunts,1949-07-31,75,Above 70,2022-02-23,,Production Technician II,Pamela Smith,julissa.hunts@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unknown,Production       ,General - Con,MA,Specialist,Female,White,Widowed,Fully Meets,3
1966,Kristie,Nowlan,1971-03-04,54,Ages 36-55,2019-05-31,,Production Technician II,Jessica Klein,kristie.nowlan@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Unknown,Production       ,General - Con,MA,Technician,Female,Other,Widowed,Fully Meets,3
1967,Dawn,Motlagh,1994-12-11,30,Ages 20-35,2019-01-29,,Production Technician I,Molly Freeman,dawn.motlagh@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Unknown,Production       ,General - Con,MA,Flagger,Female,Other,Single,Fully Meets,3
1968,Theresa,Wallace,1955-06-29,69,Ages 56-70,2019-09-01,,Production Technician I,Cynthia Watkins,theresa.wallace@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Unknown,Production       ,General - Con,MA,Laborer,Female,Asian,Widowed,Fully Meets,3
1969,Allison,Lydon,1975-02-10,50,Ages 36-55,2021-01-17,2021-06-08,Production Technician I,Derek Vargas,allison.lydon@bilearner.com,MSC,Leave of Absence,Full-Time,Zone A,Part-Time,Retirement,Production       ,General - Con,MA,Foreman,Female,White,Single,Fully Meets,3
1970,Trina,Alagbe,1952-04-17,73,Above 70,2022-04-21,2022-04-21,Production Technician I,Mark Bradley,trina.alagbe@bilearner.com,PYZ,Active,Part-Time,Zone C,Temporary,Retirement,Production       ,Field Operations,MA,Foreman,Female,Other,Single,Fully Meets,3
1971,Betsy,Bondwell,1994-02-10,31,Ages 20-35,2018-09-15,2023-07-14,Production Technician II,Christopher Rodriguez,betsy.bondwell@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Voluntary,Production       ,General - Con,MA,Lineman,Female,Other,Divorced,Fully Meets,3
1972,Joe,Smith,1996-01-23,29,Ages 20-35,2021-12-04,2022-01-07,Production Technician II,Caroline Little,joe.smith@bilearner.com,EW,Active,Contract,Zone A,Temporary,Involuntary,Production       ,Field Operations,MA,Laborer,Male,Asian,Single,Fully Meets,3
1973,Lisa,Lunquist,1991-10-10,33,Ages 20-35,2019-11-14,,Production Technician II,Angela Watson,lisa.lunquist@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Unknown,Production       ,General - Con,MA,Laborer,Female,Black,Married,Fully Meets,3
1974,Jene'ya,Darson,1968-12-29,56,Ages 56-70,2021-04-14,,Production Technician I,Robert Joseph,jene'ya.darson@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Unknown,Production       ,Aerial,MA,Supervisor,Female,White,Widowed,Fully Meets,3
